Name,datetime,Date,Time,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
LAGOS STATE,2024-07-12T18:00:00,12/07/2024,18:00:00,26.6,26.6,20.9,70.81,0,32.3,,0,0,26.4,19,237.7,1014,99,24.1,187.7,0.7,2,10,Overcast,cloudy,
LAGOS STATE,2024-07-12T19:00:00,12/07/2024,19:00:00,26.2,26.2,21.3,74.45,0,32.3,,0,0,25.9,17.3,239.7,1014,99.3,24.1,98,0.4,1,10,Overcast,cloudy,
LAGOS STATE,2024-07-12T20:00:00,12/07/2024,20:00:00,26.1,26.1,21.2,74.74,0,9.7,,0,0,25,16.4,241.8,1014.7,99.5,24.1,65.3,0.3,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-12T21:00:00,12/07/2024,21:00:00,26,26,21.2,75.03,0,9.7,,0,0,24,15.6,244,1015.3,99.8,24.1,32.7,0.1,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-12T22:00:00,12/07/2024,22:00:00,25.9,25.9,21.2,75.32,0,9.7,,0,0,23,14.8,246.1,1016,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-12T23:00:00,12/07/2024,23:00:00,25.7,25.7,21.3,76.7,0,9.7,,0,0,24,15.1,243.4,1015.7,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-13T00:00:00,13/07/2024,00:00:00,25.6,25.6,21.5,78.1,0,9.7,,0,0,25,15.5,240.6,1015.3,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-13T01:00:00,13/07/2024,01:00:00,25.5,25.5,21.7,79.53,0.3,9.7,rain,0,0,25.9,15.8,237.9,1015,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-13T02:00:00,13/07/2024,02:00:00,25.3,25.3,21.5,79.67,0,35.5,,0,0,26.8,16.3,238.6,1014.7,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-13T03:00:00,13/07/2024,03:00:00,25.1,25.1,21.4,79.81,0,35.5,,0,0,27.6,16.8,239.3,1014.3,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-13T04:00:00,13/07/2024,04:00:00,25,25,21.3,79.95,0.2,35.5,rain,0,0,28.4,17.3,240,1014,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-13T05:00:00,13/07/2024,05:00:00,24.9,24.9,21.3,80.11,0,35.5,,0,0,27.5,16.1,246.2,1014.7,100,24.1,0.3,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-13T06:00:00,13/07/2024,06:00:00,24.9,24.9,21.3,80.27,0,35.5,,0,0,26.5,14.9,252.3,1015.3,100,24.1,0.7,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-13T07:00:00,13/07/2024,07:00:00,24.9,24.9,21.3,80.43,0.3,35.5,rain,0,0,25.6,13.7,258.5,1016,100,24.1,1,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-13T08:00:00,13/07/2024,08:00:00,25.8,25.8,21.1,75.46,0,45.2,rain,0,0,23.6,14.8,254.6,1016.3,88.3,24.1,95.3,0.3,1,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-13T09:00:00,13/07/2024,09:00:00,26.7,28.4,21,70.83,0,45.2,rain,0,0,21.7,15.8,250.7,1016.7,76.7,24.1,189.7,0.7,2,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-13T10:00:00,13/07/2024,10:00:00,27.7,29.6,20.9,66.51,0.2,45.2,rain,0,0,19.8,16.9,246.8,1017,65,24.1,284,1,3,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-13T11:00:00,13/07/2024,11:00:00,28.4,30.4,20.7,63.33,0,45.2,rain,0,0,20.4,18.2,243,1016.3,76.7,24.1,432.3,1.5,4,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-13T12:00:00,13/07/2024,12:00:00,29.1,31.2,20.6,60.31,0,45.2,rain,0,0,21,19.6,239.3,1015.7,88.3,24.1,580.7,2.1,6,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-13T13:00:00,13/07/2024,13:00:00,29.8,31.9,20.5,57.45,0.2,45.2,rain,0,0,21.6,20.9,235.5,1015,100,24.1,729,2.6,7,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-13T14:00:00,13/07/2024,14:00:00,29.5,31.6,20.4,57.99,0,25.8,,0,0,22,21.1,232.8,1014,100,24.1,697.7,2.5,7,10,Overcast,cloudy,
LAGOS STATE,2024-07-13T15:00:00,13/07/2024,15:00:00,29.3,31.3,20.3,58.53,0,25.8,,0,0,22.3,21.4,230.2,1013,100,24.1,666.3,2.4,7,10,Overcast,cloudy,
LAGOS STATE,2024-07-13T16:00:00,13/07/2024,16:00:00,29.1,31,20.3,59.09,0.1,25.8,rain,0,0,22.7,21.6,227.5,1012,100,24.1,635,2.3,6,10,Overcast,cloudy,
LAGOS STATE,2024-07-13T17:00:00,13/07/2024,17:00:00,28.2,30.1,20.5,63.04,0,25.8,,0,0,23.2,21.2,228.4,1012.3,97.9,24.1,500.7,1.8,5,10,Overcast,cloudy,
LAGOS STATE,2024-07-13T18:00:00,13/07/2024,18:00:00,27.3,29.1,20.7,67.27,0,25.8,,0,0,23.6,20.9,229.2,1012.7,95.8,24.1,366.3,1.3,4,3,Overcast,cloudy,
LAGOS STATE,2024-07-13T19:00:00,13/07/2024,19:00:00,26.5,26.5,21,71.81,0,25.8,,0,0,24.1,20.5,230.1,1013,93.7,24.1,232,0.8,2,3,Overcast,cloudy,
LAGOS STATE,2024-07-13T20:00:00,13/07/2024,20:00:00,26.3,26.3,20.9,72.37,0,16.1,,0,0,24.4,19.7,229.1,1013.7,85.6,24.1,154.7,0.5,0,3,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-13T21:00:00,13/07/2024,21:00:00,26.1,26.1,20.9,72.94,0,16.1,,0,0,24.6,18.8,228.2,1014.3,77.5,24.1,77.3,0.3,0,3,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-13T22:00:00,13/07/2024,22:00:00,26,26,20.9,73.51,0,16.1,,0,0,24.8,18,227.2,1015,69.4,24.1,0,0,0,3,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-13T23:00:00,13/07/2024,23:00:00,25.8,25.8,20.8,73.79,0,16.1,,0,0,24.8,17.9,227.3,1015,79.6,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-14T00:00:00,14/07/2024,00:00:00,25.7,25.7,20.7,74.07,0,16.1,,0,0,24.8,17.8,227.4,1015,89.8,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-14T01:00:00,14/07/2024,01:00:00,25.6,25.6,20.7,74.35,0,16.1,,0,0,24.8,17.6,227.5,1015,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-14T02:00:00,14/07/2024,02:00:00,25.4,25.4,20.4,74.17,0,29,,0,0,25.1,16.9,235.3,1014.7,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-14T03:00:00,14/07/2024,03:00:00,25.2,25.2,20.2,73.98,0,29,,0,0,25.3,16.2,243.2,1014.3,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-14T04:00:00,14/07/2024,04:00:00,25,25,20,73.79,0,29,,0,0,25.6,15.5,251,1014,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-14T05:00:00,14/07/2024,05:00:00,24.9,24.9,20,74.39,0,29,,0,0,24.8,14.3,256.3,1014.7,99.8,24.1,0.3,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-14T06:00:00,14/07/2024,06:00:00,24.8,24.8,20,74.99,0,29,,0,0,24.1,13.1,261.6,1015.3,99.7,24.1,0.7,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-14T07:00:00,14/07/2024,07:00:00,24.7,24.7,20.1,75.59,0,29,rain,0,0,23.4,11.9,266.9,1016,99.5,24.1,1,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-14T08:00:00,14/07/2024,08:00:00,25.4,25.4,19.9,72.06,0,29,,0,0,22.2,13.6,259.8,1016.3,99.7,24.1,50.7,0.2,1,10,Overcast,cloudy,
LAGOS STATE,2024-07-14T09:00:00,14/07/2024,09:00:00,26.1,26.1,19.9,68.7,0,29,,0,0,21,15.2,252.8,1016.7,99.8,24.1,100.3,0.3,1,10,Overcast,cloudy,
LAGOS STATE,2024-07-14T10:00:00,14/07/2024,10:00:00,26.8,28.1,19.8,65.51,0.1,29,rain,0,0,19.8,16.9,245.7,1017,100,24.1,150,0.5,2,10,Overcast,cloudy,
LAGOS STATE,2024-07-14T11:00:00,14/07/2024,11:00:00,27.3,28.7,19.7,63.22,0,29,,0,0,19.1,17.4,241.2,1016.3,99.7,24.1,257.3,0.9,3,3,Overcast,cloudy,
LAGOS STATE,2024-07-14T12:00:00,14/07/2024,12:00:00,27.8,29.2,19.6,61.02,0,29,,0,0,18.4,17.9,236.8,1015.7,99.5,24.1,364.7,1.3,4,5,Overcast,cloudy,
LAGOS STATE,2024-07-14T13:00:00,14/07/2024,13:00:00,28.3,29.7,19.5,58.9,0,29,,0,0,17.6,18.4,232.3,1015,99.2,24.1,472,1.7,5,5,Overcast,cloudy,
LAGOS STATE,2024-07-14T14:00:00,14/07/2024,14:00:00,28.2,29.7,19.7,59.98,0,12.9,,0,0,18.4,18.8,230.9,1014.3,99.5,24.1,445,1.7,4,5,Overcast,cloudy,
LAGOS STATE,2024-07-14T15:00:00,14/07/2024,15:00:00,28.1,29.6,19.9,61.09,0,12.9,,0,0,19.1,19.3,229.4,1013.7,99.7,24.1,418,1.5,4,5,Overcast,cloudy,
LAGOS STATE,2024-07-14T16:00:00,14/07/2024,16:00:00,28,29.6,20.1,62.21,0,12.9,,0,0,19.8,19.8,228,1013,100,24.1,391,1.4,4,5,Overcast,cloudy,
LAGOS STATE,2024-07-14T17:00:00,14/07/2024,17:00:00,27.4,29,20.1,64.44,0,12.9,,0,0,20.8,19.4,229.4,1013.3,100,24.1,340.3,1.2,3,5,Overcast,cloudy,
LAGOS STATE,2024-07-14T18:00:00,14/07/2024,18:00:00,26.8,28.3,20.1,66.75,0,12.9,,0,0,21.7,19.1,230.8,1013.7,100,24.1,289.7,1.1,3,5,Overcast,cloudy,
LAGOS STATE,2024-07-14T19:00:00,14/07/2024,19:00:00,26.3,26.3,20.2,69.16,0,12.9,,0,0,22.7,18.7,232.2,1014,100,24.1,239,0.9,2,5,Overcast,cloudy,
LAGOS STATE,2024-07-14T20:00:00,14/07/2024,20:00:00,26.1,26.1,20.1,69.56,0,6.5,,0,0,23.2,17.9,231.7,1014.3,90.6,24.1,159.3,0.6,0,5,Overcast,cloudy,
LAGOS STATE,2024-07-14T21:00:00,14/07/2024,21:00:00,25.9,25.9,20,69.96,0,6.5,,0,0,23.6,17,231.1,1014.7,81.3,24.1,79.7,0.3,0,3,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-14T22:00:00,14/07/2024,22:00:00,25.8,25.8,20,70.37,0,6.5,,0,0,24.1,16.2,230.6,1015,71.9,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-14T23:00:00,14/07/2024,23:00:00,25.6,25.6,19.9,70.78,0,6.5,,0,0,25.1,16.4,231.3,1015,61.1,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-15T00:00:00,15/07/2024,00:00:00,25.5,25.5,19.9,71.19,0,6.5,,0,0,26,16.7,232,1015,50.2,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-15T01:00:00,15/07/2024,01:00:00,25.4,25.4,19.9,71.61,0,6.5,,0,0,27,16.9,232.7,1015,39.4,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-15T02:00:00,15/07/2024,02:00:00,25.2,25.2,19.7,71.73,0,45.2,rain,0,0,26.6,16.2,239.4,1014.7,45.3,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-15T03:00:00,15/07/2024,03:00:00,25,25,19.6,71.85,0,45.2,rain,0,0,26.3,15.5,246.1,1014.3,51.3,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-15T04:00:00,15/07/2024,04:00:00,24.9,24.9,19.5,71.97,0,45.2,rain,0,0,25.9,14.8,252.8,1014,57.2,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-15T05:00:00,15/07/2024,05:00:00,24.9,24.9,19.4,71.82,0,45.2,rain,0,0,25.4,14,252.7,1014.3,71.4,24.1,0.3,0,0,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-15T06:00:00,15/07/2024,06:00:00,24.9,24.9,19.4,71.67,0,45.2,rain,0,0,25,13.3,252.7,1014.7,85.7,24.1,0.7,0,0,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-15T07:00:00,15/07/2024,07:00:00,24.9,24.9,19.4,71.52,0,45.2,rain,0,0,24.5,12.6,252.6,1015,99.9,24.1,1,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-15T08:00:00,15/07/2024,08:00:00,25.4,25.4,19.4,69.71,0,22.6,,0,0,24.4,14.4,247.8,1015.3,99.9,24.1,28.3,0.2,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-15T09:00:00,15/07/2024,09:00:00,25.9,25.9,19.5,67.95,0,22.6,,0,0,24.2,16.2,242.9,1015.7,100,24.1,55.7,0.3,1,10,Overcast,cloudy,
LAGOS STATE,2024-07-15T10:00:00,15/07/2024,10:00:00,26.4,26.4,19.6,66.25,0,22.6,,0,0,24.1,18,238.1,1016,100,24.1,83,0.3,1,10,Overcast,cloudy,
LAGOS STATE,2024-07-15T11:00:00,15/07/2024,11:00:00,27,28.3,19.5,63.82,0,22.6,,0,0,23,18.4,236.8,1015.7,95.3,24.1,171.7,0.6,2,10,Overcast,cloudy,
LAGOS STATE,2024-07-15T12:00:00,15/07/2024,12:00:00,27.6,28.9,19.5,61.48,0,22.6,,0,0,22,18.7,235.5,1015.3,90.6,24.1,260.3,1,3,10,Overcast,cloudy,
LAGOS STATE,2024-07-15T13:00:00,15/07/2024,13:00:00,28.2,29.6,19.5,59.24,0,22.6,,0,0,20.9,19.1,234.2,1015,85.9,24.1,349,1.3,3,10,Partially cloudy,partly-cloudy-day,
LAGOS STATE,2024-07-15T14:00:00,15/07/2024,14:00:00,28.3,29.7,19.4,58.66,0,16.1,,0,0,21,19.9,230.6,1014.3,79.7,24.1,401,1.5,4,10,Partially cloudy,partly-cloudy-day,
LAGOS STATE,2024-07-15T15:00:00,15/07/2024,15:00:00,28.4,29.8,19.4,58.09,0,16.1,,0,0,21.1,20.8,227.1,1013.7,73.5,24.1,453,1.6,5,10,Partially cloudy,partly-cloudy-day,
LAGOS STATE,2024-07-15T16:00:00,15/07/2024,16:00:00,28.6,30,19.4,57.52,0.1,16.1,rain,0,0,21.2,21.6,223.5,1013,67.3,24.1,505,1.8,5,10,Partially cloudy,partly-cloudy-day,
LAGOS STATE,2024-07-15T17:00:00,15/07/2024,17:00:00,27.8,29.3,19.5,60.66,0,16.1,,0,0,22.9,21.2,224.6,1013,46.5,24.1,417,1.5,4,10,Partially cloudy,partly-cloudy-day,
LAGOS STATE,2024-07-15T18:00:00,15/07/2024,18:00:00,27.1,28.5,19.7,63.98,0,16.1,,0,0,24.6,20.9,225.8,1013,25.8,24.1,329,1.2,3,10,Partially cloudy,partly-cloudy-day,
LAGOS STATE,2024-07-15T19:00:00,15/07/2024,19:00:00,26.4,26.4,19.9,67.49,0,16.1,,0,0,26.3,20.5,226.9,1013,5,24.1,241,0.9,2,10,Clear,clear-day,
LAGOS STATE,2024-07-15T20:00:00,15/07/2024,20:00:00,26.2,26.2,20.1,69.02,0,9.7,,0,0,27.5,20.6,225.5,1013.3,24.4,24.1,160.7,0.6,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-15T21:00:00,15/07/2024,21:00:00,26.1,26.1,20.3,70.57,0,9.7,,0,0,28.7,20.8,224,1013.7,43.7,24.1,80.3,0.3,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-15T22:00:00,15/07/2024,22:00:00,26,26,20.6,72.16,0,9.7,,0,0,29.9,20.9,222.6,1014,63.1,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-15T23:00:00,15/07/2024,23:00:00,25.8,25.8,20.5,72.58,0,9.7,,0,0,28.9,20.2,225.6,1014,75.4,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-16T00:00:00,16/07/2024,00:00:00,25.6,25.6,20.4,73,0,9.7,,0,0,28,19.4,228.7,1014,87.7,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-16T01:00:00,16/07/2024,01:00:00,25.5,25.5,20.4,73.42,0,9.7,,0,0,27,18.7,231.7,1014,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-16T02:00:00,16/07/2024,02:00:00,25.3,25.3,20.3,73.7,0,38.7,,0,0,27.7,18.7,236.2,1013.7,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-16T03:00:00,16/07/2024,03:00:00,25.2,25.2,20.2,73.99,0,38.7,,0,0,28.4,18.7,240.8,1013.3,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-16T04:00:00,16/07/2024,04:00:00,25.1,25.1,20.2,74.27,0,38.7,rain,0,0,29.2,18.7,245.3,1013,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-16T05:00:00,16/07/2024,05:00:00,25,25,20.2,74.72,0,38.7,,0,0,28.9,18.2,245.9,1013.7,100,24.1,0.3,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-16T06:00:00,16/07/2024,06:00:00,25,25,20.3,75.18,0,38.7,,0,0,28.7,17.8,246.6,1014.3,100,24.1,0.7,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-16T07:00:00,16/07/2024,07:00:00,25,25,20.4,75.64,0.2,38.7,rain,0,0,28.4,17.3,247.2,1015,100,24.1,1,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-16T08:00:00,16/07/2024,08:00:00,25.8,25.8,20.3,71.54,0,51.6,rain,0,0,26.9,18.7,241.9,1015.3,100,24.1,94.3,0.3,1,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-16T09:00:00,16/07/2024,09:00:00,26.6,26.6,20.2,67.68,0,51.6,rain,0,0,25.3,20.2,236.7,1015.7,100,24.1,187.7,0.7,2,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-16T10:00:00,16/07/2024,10:00:00,27.5,29,20.1,64.05,0.1,51.6,rain,0,0,23.8,21.6,231.4,1016,100,24.1,281,1,3,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-16T11:00:00,16/07/2024,11:00:00,27.7,29.3,20,62.8,0,51.6,rain,0,0,23.9,22,232.1,1015.7,95,24.1,383.7,1.4,4,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-16T12:00:00,16/07/2024,12:00:00,28,29.6,19.9,61.58,0,51.6,rain,0,0,24,22.3,232.9,1015.3,90,24.1,486.3,1.7,5,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-16T13:00:00,16/07/2024,13:00:00,28.3,29.9,19.9,60.38,0.2,51.6,rain,0,0,24.1,22.7,233.6,1015,85,24.1,589,2.1,6,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-16T14:00:00,16/07/2024,14:00:00,28.3,29.9,19.8,60.01,0,38.7,,0,0,24.8,23.3,234.2,1014.3,90,24.1,608.3,2.2,6,10,Partially cloudy,partly-cloudy-day,
LAGOS STATE,2024-07-16T15:00:00,16/07/2024,15:00:00,28.3,29.9,19.7,59.65,0,38.7,,0,0,25.6,23.9,234.7,1013.7,95,24.1,627.7,2.2,6,10,Overcast,cloudy,
LAGOS STATE,2024-07-16T16:00:00,16/07/2024,16:00:00,28.4,29.9,19.7,59.29,0.1,38.7,rain,0,0,26.3,24.5,235.3,1013,100,24.1,647,2.3,6,10,Overcast,cloudy,
LAGOS STATE,2024-07-16T17:00:00,16/07/2024,17:00:00,27.7,29.2,19.8,62.27,0,38.7,,0,0,26.3,23.3,236.2,1013.3,98.4,24.1,510.7,1.8,5,10,Overcast,cloudy,
LAGOS STATE,2024-07-16T18:00:00,16/07/2024,18:00:00,26.9,28.4,19.9,65.42,0,38.7,,0,0,26.3,22.1,237.1,1013.7,96.8,24.1,374.3,1.4,4,10,Overcast,cloudy,
LAGOS STATE,2024-07-16T19:00:00,16/07/2024,19:00:00,26.3,26.3,20.1,68.74,0,38.7,,0,0,26.3,20.9,238,1014,95.2,24.1,238,0.9,2,10,Overcast,cloudy,
LAGOS STATE,2024-07-16T20:00:00,16/07/2024,20:00:00,26.1,26.1,20.2,69.99,0,22.6,,0,0,25.4,19.4,238.3,1014.7,93.4,24.1,158.7,0.6,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-16T21:00:00,16/07/2024,21:00:00,25.9,25.9,20.3,71.27,0,22.6,,0,0,24.6,18,238.6,1015.3,91.5,24.1,79.3,0.3,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-16T22:00:00,16/07/2024,22:00:00,25.8,25.8,20.5,72.57,0,22.6,,0,0,23.8,16.6,238.9,1016,89.7,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-16T23:00:00,16/07/2024,23:00:00,25.5,25.5,20.5,73.59,0,22.6,,0,0,24.2,16.4,240.3,1015.3,85.8,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-17T00:00:00,17/07/2024,00:00:00,25.3,25.3,20.5,74.61,0,22.6,,0,0,24.7,16.3,241.8,1014.7,82,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-17T01:00:00,17/07/2024,01:00:00,25.1,25.1,20.5,75.66,0.1,22.6,rain,0,0,25.2,16.2,243.2,1014,78.1,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-17T02:00:00,17/07/2024,02:00:00,24.9,24.9,20.4,76.26,0,41.9,,0,0,25.1,15.5,247.5,1013.7,85.4,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-17T03:00:00,17/07/2024,03:00:00,24.7,24.7,20.4,76.86,0,41.9,,0,0,25,14.8,251.8,1013.3,92.7,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-17T04:00:00,17/07/2024,04:00:00,24.6,24.6,20.4,77.47,0,41.9,rain,0,0,24.8,14,256.1,1013,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-17T05:00:00,17/07/2024,05:00:00,24.7,24.7,20.4,77.01,0,41.9,,0,0,24.2,13.6,258.3,1013.7,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-17T06:00:00,17/07/2024,06:00:00,24.8,24.8,20.4,76.55,0,41.9,,0,0,23.6,13.1,260.4,1014.3,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-17T07:00:00,17/07/2024,07:00:00,24.9,24.9,20.4,76.09,0.1,41.9,rain,0,0,23,12.6,262.6,1015,100,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-17T08:00:00,17/07/2024,08:00:00,25.4,25.4,20.4,74.17,0,67.7,rain,0,0,21.5,13.3,257.4,1015.7,99.9,24.1,48.7,0.2,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-17T09:00:00,17/07/2024,09:00:00,25.9,25.9,20.5,72.29,0,67.7,rain,0,0,19.9,14,252.1,1016.3,99.8,24.1,97.3,0.3,1,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-17T10:00:00,17/07/2024,10:00:00,26.4,26.4,20.6,70.48,0.2,67.7,rain,0,0,18.4,14.8,246.9,1017,99.7,24.1,146,0.5,1,3,"Rain, Overcast",rain,
LAGOS STATE,2024-07-17T11:00:00,17/07/2024,11:00:00,27.1,28.8,20.5,67.22,0,67.7,rain,0,0,19,16.6,242.5,1016.7,86.5,24.1,296.7,1.1,3,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-17T12:00:00,17/07/2024,12:00:00,27.8,29.6,20.4,64.13,0,67.7,rain,0,0,19.6,18.4,238.1,1016.3,73.3,24.1,447.3,1.6,4,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-17T13:00:00,17/07/2024,13:00:00,28.6,30.5,20.4,61.2,0.2,67.7,rain,0,0,20.2,20.2,233.7,1016,60.1,24.1,598,2.2,6,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-17T14:00:00,17/07/2024,14:00:00,28.5,30.3,20.2,60.82,0,35.5,,0,0,21.1,20.8,234.2,1015,73,24.1,604,2.2,6,10,Partially cloudy,partly-cloudy-day,
LAGOS STATE,2024-07-17T15:00:00,17/07/2024,15:00:00,28.5,30.2,20.1,60.43,0,35.5,,0,0,22.1,21.4,234.8,1014,85.8,24.1,610,2.2,6,10,Partially cloudy,partly-cloudy-day,
LAGOS STATE,2024-07-17T16:00:00,17/07/2024,16:00:00,28.5,30.1,20,60.05,0.1,35.5,rain,0,0,23,22,235.3,1013,98.7,24.1,616,2.2,6,3,Overcast,cloudy,
LAGOS STATE,2024-07-17T17:00:00,17/07/2024,17:00:00,27.8,29.4,20,62.43,0,35.5,,0,0,23.4,20.8,238.4,1013.3,96.8,24.1,500.7,1.8,5,10,Overcast,cloudy,
LAGOS STATE,2024-07-17T18:00:00,17/07/2024,18:00:00,27.1,28.6,20,64.92,0,35.5,,0,0,23.8,19.6,241.4,1013.7,95,24.1,385.3,1.4,4,10,Overcast,cloudy,
LAGOS STATE,2024-07-17T19:00:00,17/07/2024,19:00:00,26.5,26.5,20,67.51,0,35.5,,0,0,24.1,18.4,244.5,1014,93.1,24.1,270,1,3,10,Overcast,cloudy,
LAGOS STATE,2024-07-17T20:00:00,17/07/2024,20:00:00,26.2,26.2,20.1,69.02,0,22.6,,0,0,25.3,18.2,245.3,1014.7,95.4,24.1,180,0.7,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-17T21:00:00,17/07/2024,21:00:00,26,26,20.2,70.55,0,22.6,,0,0,26.5,18.1,246.2,1015.3,97.7,24.1,90,0.3,0,3,Overcast,cloudy,
LAGOS STATE,2024-07-17T22:00:00,17/07/2024,22:00:00,25.8,25.8,20.4,72.13,0,22.6,,0,0,27.7,18,247,1016,100,24.1,0,0,0,5,Overcast,cloudy,
LAGOS STATE,2024-07-17T23:00:00,17/07/2024,23:00:00,25.6,25.6,20.2,72.1,0,22.6,,0,0,27.1,16.9,247.4,1015.7,82.9,24.1,0,0,0,3,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-18T00:00:00,18/07/2024,00:00:00,25.5,25.5,20.1,72.08,0,22.6,,0,0,26.5,15.8,247.9,1015.3,65.8,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
